Date,Region,Category,Revenue,Profit,Quantity
2022-06-08,APAC,Beauty,7088.69,2295.95,30.0
2023-04-19,EMEA,Electronics,16652.74,,37.0
2024-04-26,EMEA,Home & Garden,5003.2,901.6,19.0
2023-07-19,North America,Beauty,574.33,133.39,6.0
2023-12-18,North America,Beauty,893.03,240.0,2.0
2022-07-08,LATAM,Home & Garden,1906.88,466.84,4.0
2022-12-16,APAC,Sports,3001.63,818.63,7.0
2023-07-03,APAC,Apparel,4669.86,280.23,10.0
2024-01-12,North America,Electronics,5393.04,862.62,36.0
2022-10-17,Middle East,Beauty,3225.11,547.56,18.0
2023-05-10,LATAM,Electronics,17539.13,1944.1,41.0
2022-08-26,Middle East,Food & Beverage,9732.07,3385.67,33.0
2024-12-15,LATAM,Sports,12496.31,3643.85,31.0
2024-11-10,EMEA,Home & Garden,4978.63,434.95,28.0
2024-10-22,APAC,Electronics,1868.74,540.91,6.0
2024-11-21,North America,Apparel,4291.71,1371.02,30.0
2024-01-15,LATAM,Beauty,17393.39,1557.56,49.0
2023-12-28,Middle East,Food & Beverage,12600.37,3172.14,24.0
2024-08-27,LATAM,Apparel,7798.32,1280.26,
2023-04-27,LATAM,Beauty,11366.28,2938.44,25.0
2022-07-08,Middle East,Sports,4243.8,1202.85,
2022-05-26,APAC,Sports,4775.99,973.33,21.0
2022-03-31,APAC,Apparel,736.45,56.19,9.0
2022-11-20,LATAM,Apparel,2065.37,373.28,11.0
2023-01-03,LATAM,Apparel,2558.81,615.72,42.0
2022-05-11,North America,Electronics,4647.79,613.49,37.0
2022-04-21,North America,Electronics,5209.48,1854.73,15.0
2023-07-30,North America,Beauty,2396.04,838.39,23.0
2024-06-05,LATAM,Home & Garden,3808.08,1156.09,37.0
2024-05-07,North America,Food & Beverage,15346.53,3536.09,
2022-01-01,North America,Beauty,21388.55,7838.89,49.0
2023-07-31,APAC,Sports,6966.72,1353.73,46.0
2023-09-01,EMEA,Food & Beverage,156.92,19.35,1.0
2023-09-12,EMEA,Electronics,3027.01,302.19,32.0
2023-10-27,North America,Beauty,12123.98,3515.25,25.0
2023-04-05,APAC,Apparel,1979.01,612.06,36.0
2024-04-12,Middle East,Food & Beverage,13412.78,3085.45,29.0
2024-02-21,North America,Sports,4812.95,485.54,39.0
2023-05-23,EMEA,Apparel,12205.53,1110.24,25.0
2024-11-19,North America,Electronics,155.79,29.36,2.0
2023-12-08,LATAM,Home & Garden,20198.11,5746.44,45.0
2023-04-28,EMEA,Apparel,9023.44,3198.48,32.0
2024-06-18,APAC,Beauty,1475.85,543.94,41.0
2023-05-23,North America,Electronics,5535.8,2020.6,21.0
2022-06-19,North America,Sports,1412.94,203.65,5.0
2024-10-28,Middle East,Food & Beverage,9920.53,2457.42,22.0
2024-10-21,EMEA,Home & Garden,5204.72,1906.63,23.0
2022-06-25,EMEA,Beauty,8753.9,1901.87,21.0
2022-05-03,EMEA,Home & Garden,11161.42,3229.54,45.0
2023-08-03,North America,Sports,11932.5,1381.05,47.0
2022-09-17,LATAM,Apparel,3425.84,990.03,26.0
2023-03-27,North America,Beauty,251.41,27.75,8.0
2024-08-04,EMEA,Beauty,5574.77,1587.32,21.0
2022-10-15,North America,Food & Beverage,9842.73,2797.48,35.0
2023-08-12,Middle East,Sports,1659.72,98.32,7.0
2022-11-21,APAC,Electronics,18066.4,1029.2,47.0
2023-07-11,APAC,Food & Beverage,4976.69,1247.94,10.0
2022-12-06,APAC,Electronics,3305.44,174.54,15.0
2022-12-10,EMEA,Home & Garden,16472.0,5129.03,37.0
2023-10-03,APAC,Beauty,1071.27,114.29,28.0
2024-05-29,Middle East,Electronics,478.06,31.29,2.0
2023-03-16,Middle East,Apparel,2554.71,558.41,16.0
2022-03-09,Middle East,Sports,5530.23,503.3,
2024-12-31,EMEA,Food & Beverage,699.63,128.63,18.0
2023-05-10,APAC,Electronics,2078.54,131.44,30.0
2023-07-27,LATAM,Home & Garden,2445.51,825.37,7.0
2022-05-30,North America,Beauty,205.38,14.41,1.0
2022-06-18,APAC,Sports,2056.65,330.66,8.0
2022-03-16,APAC,Home & Garden,977.79,227.73,22.0
2022-09-25,APAC,Home & Garden,384.44,109.03,8.0
2023-05-11,North America,Sports,953.65,,6.0
2022-05-23,LATAM,Beauty,9040.73,880.58,24.0
2024-10-21,North America,Food & Beverage,15590.33,3915.46,31.0
2023-03-04,North America,Food & Beverage,2433.71,167.72,13.0
2024-10-02,North America,Apparel,13209.99,1050.86,49.0
2022-11-14,APAC,Sports,6757.4,998.85,33.0
2024-09-07,APAC,Food & Beverage,1850.19,449.13,6.0
2022-06-26,North America,Home & Garden,2998.02,855.65,15.0
2023-07-17,LATAM,Apparel,1623.33,496.57,7.0
2022-01-14,LATAM,Sports,174.88,46.14,1.0
2022-03-30,Middle East,Beauty,965.36,242.28,2.0
2023-04-08,LATAM,Apparel,17571.77,3531.28,36.0
2023-11-25,EMEA,Electronics,9308.36,3364.45,20.0
2023-05-08,EMEA,Food & Beverage,14880.95,2795.05,32.0
2023-01-15,North America,Home & Garden,139.97,43.65,1.0
2023-10-05,EMEA,Sports,5717.02,2160.0,20.0
2023-01-24,EMEA,Home & Garden,1395.51,356.09,12.0
2022-06-09,EMEA,Sports,874.81,132.7,11.0
2024-02-06,LATAM,Food & Beverage,4998.48,649.19,15.0
2024-05-23,Middle East,Sports,1882.1,390.07,5.0
2022-12-12,APAC,Beauty,5450.48,1937.34,12.0
2023-06-08,APAC,Beauty,7319.08,2743.11,48.0
2022-03-26,LATAM,Sports,2018.33,363.23,21.0
2024-05-24,EMEA,Beauty,14294.48,3572.31,37.0
2024-11-10,LATAM,Food & Beverage,427.61,101.37,13.0
2024-11-18,APAC,Electronics,1108.76,86.6,20.0
2022-04-17,EMEA,Home & Garden,355.9,108.42,14.0
2023-08-05,EMEA,Apparel,15564.83,2263.85,43.0
2022-02-07,Middle East,Electronics,9073.48,2769.18,34.0
2024-11-28,APAC,Apparel,10118.26,3667.1,46.0
2024-07-08,LATAM,Beauty,750.81,280.37,2.0
2024-05-14,LATAM,Beauty,3608.06,1301.84,13.0
2022-08-14,North America,Food & Beverage,2265.9,605.66,18.0
2024-12-21,APAC,Home & Garden,391.34,132.65,2.0
2022-04-25,EMEA,Electronics,19722.76,5735.84,39.0
2022-07-03,North America,Beauty,10947.54,3309.95,25.0
2022-04-08,EMEA,Apparel,4971.34,790.23,33.0
2023-09-03,North America,Beauty,12440.69,1809.05,30.0
2023-02-05,LATAM,Home & Garden,1288.55,439.24,46.0
2023-05-20,APAC,Beauty,18221.4,2083.69,43.0
2022-12-13,Middle East,Sports,4441.32,1047.17,12.0
2023-08-15,North America,Beauty,5866.16,443.91,20.0
2022-04-21,North America,Apparel,239.61,49.93,6.0
2024-04-10,Middle East,Beauty,1793.85,489.2,4.0
2023-01-02,North America,Electronics,833.21,191.82,2.0
2024-03-02,LATAM,Apparel,,1779.01,28.0
2024-04-11,APAC,Apparel,194.95,72.74,5.0
2023-12-01,LATAM,Sports,9718.18,2888.57,21.0
2024-12-16,Middle East,Beauty,4090.62,301.09,33.0
2024-04-05,Middle East,Food & Beverage,6561.19,2219.68,14.0
2024-05-03,LATAM,Sports,9401.35,1228.97,38.0
2023-03-21,EMEA,Sports,2625.4,536.28,23.0
2024-01-19,Middle East,Apparel,387.67,120.27,18.0
2022-01-23,EMEA,Home & Garden,10332.86,1869.55,41.0
2024-07-01,EMEA,Apparel,842.02,288.99,2.0
2022-09-25,LATAM,Electronics,10844.42,2773.72,47.0
2024-11-27,EMEA,Electronics,361.94,57.59,8.0
2024-07-11,Middle East,Home & Garden,12286.82,4159.79,34.0
2023-10-22,LATAM,Food & Beverage,7600.68,2355.47,19.0
2022-05-25,EMEA,Apparel,3257.54,432.58,26.0
2024-01-30,North America,Electronics,2551.36,329.4,15.0
2024-11-03,EMEA,Food & Beverage,2994.44,969.72,31.0
2022-01-29,Middle East,Apparel,6670.22,452.6,27.0
2024-07-25,Middle East,Apparel,5760.03,1937.36,28.0
2022-08-10,LATAM,Beauty,10153.55,1589.29,45.0
2022-11-26,North America,Electronics,5468.17,1451.0,44.0
2024-06-20,APAC,Electronics,1387.41,501.91,42.0
2022-05-14,Middle East,Apparel,4811.83,855.51,15.0
2023-11-01,EMEA,Sports,6180.84,1921.1,32.0
2023-07-05,Middle East,Food & Beverage,5930.82,1775.04,47.0
2023-12-30,APAC,Sports,7890.24,2479.3,26.0
2023-02-12,Middle East,Home & Garden,12200.85,1146.87,25.0
2024-08-19,North America,Food & Beverage,3321.2,1103.69,16.0
2022-02-22,LATAM,Sports,7387.35,2313.4,32.0
2022-11-06,EMEA,Apparel,397.83,100.25,7.0
2023-12-14,EMEA,Sports,20889.46,4470.17,42.0
2024-04-23,Middle East,Beauty,318.66,68.15,1.0
2024-10-22,LATAM,Sports,14997.8,1747.68,39.0
2022-08-20,North America,Home & Garden,7455.04,1039.18,35.0
2022-07-16,LATAM,Beauty,4792.15,1572.83,22.0
2023-04-18,Middle East,Home & Garden,3704.36,1092.36,13.0
2024-06-17,Middle East,Beauty,2499.46,784.61,18.0
2022-03-10,Middle East,Sports,18508.15,2634.79,47.0
2022-05-11,APAC,Home & Garden,2863.66,548.19,15.0
2023-06-03,APAC,Electronics,1557.97,344.8,46.0
2024-12-01,EMEA,Home & Garden,4305.23,332.16,21.0
2023-06-04,Middle East,Sports,6768.93,1282.23,19.0
2023-03-04,LATAM,Electronics,2258.86,754.97,9.0
2024-08-03,North America,Food & Beverage,6587.91,347.85,41.0
2022-08-15,Middle East,Home & Garden,10084.1,2137.52,43.0
2023-03-16,North America,Apparel,2422.98,800.96,6.0
2022-02-24,North America,Beauty,18986.63,3700.64,39.0
2022-02-16,North America,Food & Beverage,3228.27,248.14,16.0
2023-06-20,LATAM,Electronics,23125.33,4048.49,46.0
2022-02-07,Middle East,Home & Garden,7452.74,2579.71,43.0
2022-08-14,EMEA,Electronics,1805.38,557.54,23.0
2022-09-17,APAC,Apparel,1109.18,58.75,24.0
2024-09-30,North America,Sports,5193.62,1495.85,32.0
2024-01-07,Middle East,Beauty,1959.11,279.73,6.0
2023-01-12,Middle East,Home & Garden,1686.92,234.84,18.0
2024-02-13,Middle East,Electronics,1869.88,602.64,22.0
2023-11-28,LATAM,Apparel,11856.6,3860.92,38.0
2022-12-25,North America,Apparel,1669.55,290.21,7.0
2022-05-07,Middle East,Food & Beverage,948.96,346.64,23.0
2023-07-01,Middle East,Food & Beverage,1322.08,288.31,24.0
2023-11-09,LATAM,Apparel,4187.2,1299.52,8.0
2023-12-23,North America,Apparel,18586.76,2147.57,39.0
2024-03-04,EMEA,Food & Beverage,814.09,100.72,36.0
2022-12-31,APAC,Apparel,2984.08,761.03,36.0
2024-12-11,North America,Electronics,587.76,188.48,7.0
2022-03-01,APAC,Sports,6048.87,1199.7,31.0
2024-10-09,North America,Home & Garden,4883.47,815.94,30.0
2022-10-20,EMEA,Food & Beverage,7784.57,2245.51,44.0
2022-02-06,EMEA,Sports,2068.33,651.59,26.0
2022-01-24,EMEA,Home & Garden,365.38,24.82,7.0
2022-07-30,Middle East,Apparel,845.87,48.73,8.0
2023-07-10,EMEA,Beauty,8990.08,2662.99,23.0
2022-03-29,EMEA,Beauty,236.05,13.15,4.0
2024-04-04,APAC,Home & Garden,2035.2,151.69,12.0
2023-08-29,EMEA,Sports,1434.27,347.27,15.0
2024-03-21,North America,Home & Garden,10937.09,4148.07,34.0
2024-09-27,EMEA,Home & Garden,250.45,27.95,1.0
2022-11-20,North America,Sports,8476.25,2347.03,36.0
2022-12-07,APAC,Food & Beverage,2838.38,776.03,6.0
2023-12-20,APAC,Electronics,3656.82,818.58,9.0
2024-05-24,North America,Apparel,4640.29,652.04,21.0
2022-03-07,Middle East,Home & Garden,2515.29,591.11,28.0
2022-02-28,APAC,Sports,815.11,262.87,2.0
2023-01-21,EMEA,Sports,10939.83,2289.79,34.0
2024-04-13,APAC,Home & Garden,11652.31,3290.47,28.0
2022-01-20,Middle East,Sports,11826.25,4309.43,43.0
2024-09-09,APAC,Electronics,2218.02,121.96,20.0
2023-03-18,Middle East,Beauty,11408.8,3627.49,21.0
2023-09-23,EMEA,Electronics,5764.9,1256.74,39.0
2023-09-13,North America,Beauty,1430.68,,6.0
2022-12-05,APAC,Home & Garden,11427.25,3664.7,24.0
2024-12-14,Middle East,Beauty,6476.68,1838.37,20.0
2024-04-03,LATAM,Beauty,1420.61,125.46,38.0
2024-10-10,EMEA,Sports,9901.78,1451.99,37.0
2023-05-29,Middle East,Sports,315.83,82.23,7.0
2022-06-13,EMEA,Food & Beverage,975.18,281.16,41.0
2024-08-12,EMEA,Sports,317.32,74.9,1.0
2022-10-14,North America,Beauty,6390.13,2227.77,36.0
2024-07-24,North America,Home & Garden,7394.02,2278.91,44.0
2022-05-05,EMEA,Electronics,919.01,277.49,5.0
2024-02-08,LATAM,Apparel,10625.75,1394.81,21.0
2022-05-17,LATAM,Apparel,5689.51,1738.63,17.0
2024-03-06,North America,Beauty,8127.7,766.18,33.0
2023-11-09,EMEA,Electronics,541.97,44.65,3.0
2022-05-16,EMEA,Home & Garden,444.63,164.78,1.0
2024-07-18,Middle East,Home & Garden,17884.24,2770.39,35.0
2024-01-23,APAC,Food & Beverage,1097.38,339.08,49.0
2024-10-17,Middle East,Apparel,6182.93,1407.85,22.0
2023-01-28,APAC,Food & Beverage,7651.51,599.6,45.0
2024-02-27,APAC,Home & Garden,825.49,161.24,9.0
2022-07-11,North America,Apparel,877.62,315.98,5.0
2024-07-12,EMEA,Apparel,7423.85,2289.48,24.0
2023-10-15,EMEA,Sports,346.43,85.51,6.0
2023-03-22,LATAM,Sports,17184.46,6086.77,41.0
2023-03-21,Middle East,Beauty,2983.29,249.28,14.0
2024-12-06,North America,Apparel,21580.92,3115.49,43.0
2024-10-21,EMEA,Home & Garden,5204.72,1906.63,23.0
2023-05-17,LATAM,Electronics,2525.92,464.32,6.0
2022-03-07,North America,Home & Garden,509.57,37.06,9.0
2022-04-16,Middle East,Sports,10925.11,4072.04,33.0
2023-06-29,North America,Sports,11198.21,1635.44,32.0
2024-09-17,North America,Beauty,22545.28,7955.44,46.0
2024-09-01,Middle East,Food & Beverage,2537.96,704.55,27.0
2023-09-20,North America,Home & Garden,10686.31,1931.16,38.0
2022-06-07,APAC,Beauty,9884.35,761.94,26.0
2024-03-06,EMEA,Electronics,1334.08,168.11,21.0
2023-08-24,LATAM,Home & Garden,4810.14,486.7,43.0
2023-11-07,EMEA,Home & Garden,9909.39,2126.71,26.0
2024-03-23,EMEA,Home & Garden,7770.91,1127.94,18.0
2023-09-09,North America,Apparel,3469.65,557.47,24.0
2022-01-05,Middle East,Beauty,15910.84,5607.31,37.0
2022-09-22,North America,Food & Beverage,5766.99,2045.16,47.0
2022-08-07,North America,Apparel,2223.9,126.15,6.0
2024-05-05,Middle East,Beauty,1706.6,300.98,18.0
2023-11-18,EMEA,Apparel,7964.77,832.68,48.0
2023-06-17,APAC,Sports,4361.65,1095.79,30.0
2022-02-03,APAC,Electronics,752.55,86.99,3.0
2022-08-13,APAC,Electronics,10121.53,3429.78,21.0
2022-12-31,North America,Electronics,16197.02,5033.76,36.0
2023-09-22,Middle East,Food & Beverage,508.62,153.77,
2022-01-16,APAC,Beauty,540.82,78.18,13.0
2024-06-13,North America,Electronics,799.31,93.62,33.0
2024-09-30,EMEA,Beauty,3599.21,853.75,28.0
2023-01-28,APAC,Apparel,6887.92,1733.95,17.0
2023-11-22,North America,Beauty,,580.21,48.0
2023-04-22,North America,Electronics,804.97,279.51,13.0
2024-01-23,LATAM,Beauty,2468.97,804.37,10.0
2023-12-25,Middle East,Electronics,9562.87,3402.76,20.0
2024-07-12,Middle East,Home & Garden,7307.67,731.38,33.0
2024-06-06,Middle East,Apparel,979.93,49.12,9.0
2024-05-23,LATAM,Beauty,1024.17,151.99,8.0
2023-10-27,APAC,Beauty,9925.44,3658.92,41.0
2023-04-30,APAC,Beauty,14506.46,1090.78,37.0
2024-12-07,LATAM,Sports,4963.07,1644.61,31.0
2022-12-29,Middle East,Home & Garden,3469.46,1311.16,12.0
2024-09-19,EMEA,Apparel,12690.3,3870.81,32.0
2022-02-18,LATAM,Food & Beverage,582.64,194.59,48.0
2022-08-06,North America,Sports,4782.19,1160.47,24.0
2023-08-29,North America,Electronics,21898.26,7948.9,49.0
2023-04-24,North America,Electronics,3988.73,905.85,21.0
2023-05-18,Middle East,Food & Beverage,8518.82,775.65,38.0
2023-07-03,EMEA,Beauty,8038.66,505.43,20.0
2023-10-01,LATAM,Food & Beverage,3264.96,743.38,36.0
2022-06-06,APAC,Sports,7302.05,377.17,22.0
2024-11-01,EMEA,Sports,4530.97,405.94,34.0
2024-12-29,EMEA,Sports,1736.41,98.0,11.0
2022-07-21,APAC,Food & Beverage,4904.57,417.36,13.0
2023-05-01,North America,Beauty,13374.18,4850.46,40.0
2023-12-04,EMEA,Beauty,5471.85,1834.55,28.0
2023-12-14,APAC,Electronics,335.7,57.78,25.0
2023-09-21,Middle East,Electronics,165.26,37.8,5.0
2022-02-27,North America,Food & Beverage,2152.8,561.13,35.0
2024-11-06,APAC,Sports,13380.54,3427.37,30.0
2022-07-26,APAC,Food & Beverage,3331.77,777.6,14.0
2023-05-29,North America,Food & Beverage,8768.95,1879.12,21.0
2022-05-30,LATAM,Food & Beverage,3465.21,1229.28,19.0
2022-04-20,APAC,Electronics,4523.09,1477.43,12.0
2023-08-27,Middle East,Home & Garden,1656.09,155.98,6.0
2024-12-08,LATAM,Apparel,2848.89,886.55,7.0
2022-02-17,APAC,Food & Beverage,392.81,118.83,11.0
2024-04-25,North America,Sports,15928.72,2236.12,37.0
2022-03-24,Middle East,Food & Beverage,2308.53,823.33,20.0
2023-12-07,Middle East,Apparel,15349.2,3319.13,34.0
2024-07-18,North America,Apparel,6750.72,2487.11,29.0
2023-05-17,APAC,Apparel,10943.15,1834.1,49.0
2022-06-10,EMEA,Food & Beverage,7878.3,2925.3,45.0
2024-04-05,EMEA,Beauty,1213.1,331.79,5.0
2023-08-08,LATAM,Food & Beverage,17217.69,6488.77,44.0
2022-06-01,LATAM,Electronics,13863.71,5015.35,42.0
2024-10-04,Middle East,Beauty,6051.54,2103.25,33.0
2023-11-02,North America,Food & Beverage,190.45,55.93,2.0
2022-07-10,EMEA,Food & Beverage,2345.17,410.8,12.0
2023-03-31,EMEA,Beauty,17131.52,1267.46,46.0
2024-03-25,Middle East,Electronics,1807.14,375.66,8.0
2023-08-28,Middle East,Food & Beverage,4509.94,1617.96,20.0
2022-07-11,Middle East,Electronics,7056.67,1801.26,17.0
2022-12-04,EMEA,Electronics,1687.09,306.6,32.0
2022-02-20,APAC,Beauty,3167.4,647.75,40.0
2022-03-08,North America,Electronics,1049.09,140.0,46.0
2022-12-19,LATAM,Food & Beverage,337.17,125.71,21.0
2024-04-22,EMEA,Food & Beverage,1882.01,162.35,5.0
2024-02-12,Middle East,Sports,689.56,230.56,
2022-08-28,APAC,Beauty,13922.91,4312.21,44.0
2024-03-25,LATAM,Home & Garden,143.29,33.8,4.0
2023-08-16,LATAM,Food & Beverage,6290.94,2066.13,24.0
2024-07-07,LATAM,Food & Beverage,2315.34,488.24,6.0
2024-07-05,Middle East,Electronics,15075.83,3763.2,46.0
2024-03-17,North America,Home & Garden,6458.86,504.5,16.0
2022-10-20,LATAM,Food & Beverage,466.02,160.6,9.0
2024-05-16,North America,Home & Garden,7293.81,2452.25,17.0
2023-03-26,LATAM,Apparel,13349.69,2426.63,45.0
2023-05-21,LATAM,Food & Beverage,13857.54,2563.93,40.0
2022-11-25,North America,Electronics,3357.73,896.63,14.0
2024-02-11,APAC,Food & Beverage,935.45,328.75,2.0
2024-06-29,Middle East,Food & Beverage,2907.62,293.75,16.0
2024-01-24,EMEA,Electronics,1522.85,375.33,4.0
2024-02-15,North America,Apparel,6662.31,1823.11,31.0
2024-01-02,APAC,Sports,3087.8,826.23,24.0
2024-05-09,Middle East,Food & Beverage,2323.08,643.04,13.0
2024-11-20,EMEA,Home & Garden,1876.2,344.27,35.0
2023-06-04,North America,Beauty,11296.1,4168.72,24.0
2023-05-02,Middle East,Apparel,593.92,109.55,7.0
2022-02-20,North America,Beauty,2870.71,608.38,6.0
2024-04-09,LATAM,Sports,3791.38,655.33,12.0
2024-05-09,North America,Food & Beverage,5361.4,1882.95,14.0
2024-11-07,EMEA,Home & Garden,2126.88,165.71,12.0
2024-11-05,LATAM,Electronics,4075.79,497.95,11.0
2022-10-24,LATAM,Sports,8503.09,2090.6,42.0
2024-03-06,Middle East,Sports,14614.47,2253.96,30.0
2023-08-02,APAC,Beauty,6432.35,375.01,24.0
2022-10-20,EMEA,Sports,239.75,55.21,2.0
2023-12-20,EMEA,Home & Garden,12954.46,3020.64,33.0
2023-05-28,North America,Sports,4499.74,,18.0
2023-05-18,Middle East,Food & Beverage,10326.9,1914.47,32.0
2022-12-17,LATAM,Beauty,2602.73,668.47,48.0
2023-05-01,EMEA,Food & Beverage,9545.25,2755.42,
2023-11-23,Middle East,Electronics,968.95,337.85,7.0
2022-03-01,APAC,Apparel,8179.81,2983.6,23.0
2023-11-21,North America,Home & Garden,4479.53,810.36,30.0
2022-10-04,APAC,Home & Garden,3686.68,885.14,13.0
2024-07-25,LATAM,Home & Garden,3192.24,423.23,9.0
2022-02-04,Middle East,Food & Beverage,5271.76,308.78,34.0
2022-07-11,LATAM,Food & Beverage,1854.04,531.32,6.0
2022-12-14,EMEA,Apparel,2678.67,218.71,10.0
2024-03-30,North America,Food & Beverage,8709.03,2372.78,16.0
2023-03-18,APAC,Electronics,7627.01,2260.16,44.0
2023-03-12,Middle East,Beauty,1644.19,369.22,11.0
2023-04-05,EMEA,Sports,1308.62,482.1,4.0
2024-08-14,APAC,Beauty,5534.48,959.13,24.0
2022-09-04,Middle East,Apparel,4064.45,1198.4,38.0
2023-09-04,APAC,Sports,1861.32,529.69,8.0
2023-10-25,APAC,Beauty,5713.84,1746.1,14.0
2022-06-04,LATAM,Home & Garden,1530.35,406.34,3.0
2022-04-14,North America,Apparel,3057.31,478.86,46.0
2024-08-30,APAC,Electronics,12103.0,1242.48,48.0
2024-08-05,APAC,Beauty,10209.96,1392.83,28.0
2023-08-03,Middle East,Beauty,1137.14,172.85,26.0
2024-10-13,LATAM,Sports,3382.23,978.52,
2023-03-01,Middle East,Sports,20104.4,2802.64,49.0
2024-04-01,APAC,Food & Beverage,2901.96,232.79,13.0
2024-06-24,Middle East,Home & Garden,1099.35,331.4,28.0
2023-11-03,Middle East,Electronics,4370.43,410.73,33.0
2023-02-26,EMEA,Home & Garden,7845.72,1173.23,22.0
2022-04-25,LATAM,Home & Garden,2755.64,287.52,7.0
2022-09-11,EMEA,Electronics,19125.89,1508.51,48.0
2023-12-09,Middle East,Food & Beverage,546.26,121.06,4.0
2022-12-29,Middle East,Sports,15211.38,5365.35,33.0
2022-05-11,EMEA,Home & Garden,6647.44,1822.41,46.0
2023-05-10,APAC,Food & Beverage,2998.96,829.54,49.0
2022-08-07,North America,Beauty,1937.16,712.59,4.0
2024-01-22,North America,Electronics,20213.88,5245.19,44.0
2023-05-21,APAC,Sports,17060.44,2401.35,37.0
2022-08-01,EMEA,Home & Garden,1907.46,200.73,37.0
2023-08-30,North America,Home & Garden,4084.63,701.67,9.0
2023-10-28,EMEA,Electronics,12980.08,3637.41,26.0
2024-08-21,LATAM,Home & Garden,6220.18,503.81,14.0
2022-01-19,APAC,Beauty,6080.13,1838.89,13.0
2022-05-06,LATAM,Food & Beverage,16399.33,4502.85,35.0
2022-10-17,EMEA,Home & Garden,10300.02,3496.47,48.0
2023-03-01,Middle East,Sports,1452.28,207.17,18.0
2024-11-09,Middle East,Sports,2108.34,283.3,14.0
2022-06-19,LATAM,Electronics,8384.08,1944.48,22.0
2022-12-29,North America,Home & Garden,10985.77,1866.28,44.0
2024-02-11,North America,Beauty,14136.34,1005.34,40.0
2022-06-23,Middle East,Apparel,6756.67,1336.07,18.0
2022-10-21,APAC,Food & Beverage,1559.26,458.85,36.0
2023-12-17,LATAM,Home & Garden,15481.28,1024.7,35.0
2024-07-15,APAC,Beauty,13916.8,1716.89,31.0
2022-07-15,APAC,Apparel,1019.39,272.81,44.0
2023-02-19,North America,Apparel,1055.59,95.81,7.0
2024-06-03,LATAM,Sports,4074.59,782.47,17.0
2023-02-11,APAC,Sports,3517.37,570.29,12.0
2022-04-09,EMEA,Food & Beverage,145.48,7.54,3.0
2024-10-08,North America,Food & Beverage,168.55,46.75,4.0
2023-04-11,LATAM,Apparel,6975.93,2485.1,37.0
2023-07-09,EMEA,Home & Garden,15702.0,5638.75,39.0
2023-03-30,EMEA,Beauty,427.69,22.88,24.0
2024-05-26,LATAM,Beauty,2989.08,618.96,31.0
2022-01-14,Middle East,Apparel,7308.91,1239.56,45.0
2023-11-22,APAC,Beauty,2764.01,611.89,23.0
2024-12-23,Middle East,Electronics,4179.85,1578.0,39.0
2024-04-16,Middle East,Home & Garden,8102.52,2244.26,20.0
2024-11-26,LATAM,Electronics,493.84,183.67,7.0
2022-01-28,EMEA,Sports,2139.42,389.27,25.0
2023-07-19,EMEA,Apparel,13326.22,1216.88,36.0
2024-10-25,LATAM,Sports,6114.45,585.46,14.0
2022-11-12,Middle East,Sports,7464.81,1036.11,32.0
2024-03-09,APAC,Home & Garden,21664.23,4236.28,45.0
2023-07-20,EMEA,Apparel,3647.24,194.77,15.0
2023-03-30,EMEA,Food & Beverage,346.66,112.33,2.0
2022-10-08,North America,Apparel,2645.02,266.23,41.0
2023-07-12,EMEA,Sports,884.07,252.01,28.0
2023-07-30,Middle East,Apparel,127.84,37.01,4.0
2024-01-04,APAC,Electronics,293.04,90.99,14.0
2022-10-11,North America,Home & Garden,1990.48,588.82,13.0
2022-12-11,LATAM,Apparel,5788.69,,46.0
2024-07-10,North America,Sports,1080.68,191.47,
2023-12-21,EMEA,Food & Beverage,16244.52,5632.8,44.0
2023-06-23,LATAM,Beauty,18278.53,3586.64,40.0
2024-10-08,LATAM,Sports,1098.63,242.95,26.0
2022-09-10,LATAM,Home & Garden,396.3,28.09,28.0
2022-02-18,APAC,Beauty,2411.53,502.97,7.0
2023-08-04,North America,Home & Garden,6074.12,440.62,25.0
2024-03-13,Middle East,Apparel,17521.38,6503.69,46.0
2023-01-14,Middle East,Electronics,4476.71,1287.06,43.0
2023-05-17,North America,Food & Beverage,4061.76,1454.98,10.0
2023-07-17,North America,Food & Beverage,7245.59,2025.71,25.0
2023-01-10,EMEA,Electronics,11945.41,2910.54,32.0
2023-10-29,North America,Electronics,10404.64,2198.57,45.0
2022-06-06,LATAM,Home & Garden,93.41,4.95,1.0
2023-05-22,LATAM,Beauty,3691.09,1177.6,20.0
2022-11-10,APAC,Electronics,1200.66,450.01,11.0
2022-12-01,APAC,Electronics,2951.39,276.81,26.0
2023-05-26,EMEA,Home & Garden,1909.68,658.97,7.0
2023-01-28,Middle East,Apparel,896.31,138.61,2.0
2024-04-06,APAC,Home & Garden,885.57,227.69,2.0
2023-07-12,EMEA,Sports,4303.52,454.9,33.0
2022-05-29,APAC,Apparel,318.44,93.78,6.0
2024-04-24,APAC,Electronics,12222.22,2446.73,33.0
2022-01-01,North America,Home & Garden,2657.07,907.32,17.0
2023-08-19,LATAM,Beauty,7657.29,2681.79,28.0
2024-08-31,APAC,Electronics,2068.88,141.94,4.0
2024-09-07,EMEA,Apparel,4929.29,1209.95,15.0
2022-06-01,North America,Home & Garden,4839.12,863.48,18.0
2024-07-05,Middle East,Beauty,1462.57,195.28,28.0
2023-12-23,EMEA,Electronics,20513.2,2665.33,45.0
2024-12-29,EMEA,Home & Garden,4042.51,1055.42,24.0
