Date,Region,Category,Revenue,Profit,Quantity,Profit_Margin_Pct
2024-08-10,EMEA,Beauty,1581.5,572.21,8.0,36.18147328485615
2024-03-21,APAC,Sports,13268.09,950.44,35.0,7.163352072528903
2023-01-21,North America,Electronics,10516.78,799.29,20.0,7.60013996679592
2024-01-13,EMEA,Electronics,4579.47,979.3248084547514,10.0,21.385112435603933
2022-12-19,LATAM,Sports,6770.6,902.71,30.0,13.332791776208902
2022-11-27,EMEA,Sports,14324.62,3596.48,46.0,25.106983640752773
2024-07-22,North America,Food & Beverage,1388.75,280.14,4.0,20.17209720972097
2022-02-19,LATAM,Sports,14500.02,4919.08,40.0,33.92464286256157
2022-01-11,Middle East,Sports,549.48,99.31,27.0,18.073451263012302
2022-10-17,APAC,Electronics,15915.72,3433.57,45.0,21.573450651305755
2024-07-04,LATAM,Apparel,4553.57,635.75,11.0,13.961573007552316
2022-01-05,Middle East,Home & Garden,368.16,70.12,2.0,19.04606692742286
2022-01-06,EMEA,Home & Garden,1348.26,367.63,5.0,27.266995980003855
2023-04-25,Middle East,Home & Garden,283.77,84.47,22.0,29.76706487648448
2024-09-16,APAC,Home & Garden,938.76,71.2,4.0,7.584473134773531
2023-01-19,North America,Food & Beverage,785.48,294.55,7.0,37.49936344655497
2022-09-12,APAC,Beauty,5238.23,356.11,40.0,6.798288734935275
2024-09-18,Middle East,Home & Garden,979.77,206.23,6.0,21.048817579636037
2023-11-01,Middle East,Electronics,1723.02,205.1,27.0,11.903518241227612
2022-02-02,EMEA,Beauty,12584.04,3614.28,39.0,28.721142017984686
2023-02-06,North America,Apparel,12324.25,4479.17,42.0,36.34436172586567
2022-11-15,EMEA,Beauty,6990.55,1938.85,22.0,27.735299797583878
2022-07-15,LATAM,Beauty,11999.11,3225.31,24.0,26.879576901953563
2022-06-13,APAC,Home & Garden,7409.83,1167.71,30.0,15.758931041602844
2024-08-16,Middle East,Food & Beverage,5332.05,1918.97,16.0,35.98934743672696
2023-01-18,APAC,Apparel,1949.76,558.79,5.0,28.65942474971278
2023-12-24,North America,Electronics,15727.17,5684.45,45.0,36.14413782009096
2023-01-08,LATAM,Sports,11888.66,3131.13,35.0,26.337114527625488
2022-02-02,EMEA,Sports,5659.32,715.54,13.0,12.643568485259712
2024-07-13,North America,Electronics,3161.74,425.18,14.0,13.44765856775067
2023-08-19,EMEA,Electronics,2841.42,578.83,44.0,20.371152451943043
2024-04-16,APAC,Food & Beverage,7366.59,1523.89,33.0,20.68650488217751
2024-03-08,LATAM,Apparel,1257.84,141.85,8.0,11.277268969026268
2023-07-15,EMEA,Home & Garden,8044.24,1367.08,47.0,16.994520302725924
2022-11-14,LATAM,Food & Beverage,8547.55,926.2,33.0,10.835853548677694
2022-06-26,Middle East,Electronics,7158.21,1785.93,19.0,24.949393773024262
2024-05-05,North America,Sports,328.14,68.9,1.0,20.9971353690498
2024-12-18,Middle East,Sports,464.71,78.32,3.0,16.853521551074863
2023-12-15,North America,Food & Beverage,4889.01,1322.54,34.0,27.051284411363447
2022-08-08,APAC,Food & Beverage,17268.92,1806.78,36.0,10.462611442985434
2023-11-18,EMEA,Sports,3164.51,714.53,14.0,22.5794830795289
2023-10-06,Middle East,Electronics,1097.96,376.34,7.0,34.276294218368605
2024-09-10,LATAM,Beauty,295.74,77.95,8.0,26.357611415432476
2024-04-22,EMEA,Beauty,99.7,29.82,3.0,29.90972918756269
2024-04-30,EMEA,Food & Beverage,6278.16,2350.42,40.0,37.438039170712436
2024-04-09,APAC,Food & Beverage,4744.39,1248.37,32.0,26.31255019085699
2023-02-13,APAC,Food & Beverage,1591.22,293.28,14.0,18.431140885609782
2023-03-10,North America,Home & Garden,9374.11,1099.23,28.0,11.726233210406107
2022-02-10,LATAM,Electronics,1173.16,407.95,4.0,34.77360291861297
2023-09-07,Middle East,Home & Garden,16799.17,3778.91,47.0,22.494623246267526
2022-07-14,Middle East,Electronics,1365.97,207.7,31.0,15.205311976104891
2023-08-02,EMEA,Beauty,7145.3,1746.78,19.0,24.44655927672736
2022-11-08,North America,Apparel,988.4,335.2,15.0,33.9133953864832
2022-06-25,North America,Home & Garden,50.08,5.74,3.0,11.461661341853036
2022-01-18,LATAM,Apparel,16520.87,3870.94,45.0,23.43060625741865
2023-02-19,North America,Beauty,14072.92,919.13,31.0,6.5311960843947094
2024-07-05,EMEA,Electronics,4313.46,634.26,37.0,14.704204976979037
2024-08-19,LATAM,Sports,12139.95,3569.43,35.0,29.402345149691715
2023-09-08,APAC,Apparel,17811.86,1341.45,34.0,7.531217963761224
2024-03-15,Middle East,Sports,9964.16,1493.32,20.0,14.98691309653799
2022-01-31,North America,Home & Garden,683.23,104.98,9.0,15.365250354931723
2024-02-10,Middle East,Home & Garden,433.88,140.53,1.0,32.38913985433761
2023-06-10,LATAM,Sports,3203.34,314.72,8.0,9.824745421965824
2024-12-10,EMEA,Apparel,8085.38,562.7,30.0,6.95947500303016
2022-09-29,LATAM,Home & Garden,4853.27,1712.59,19.0,35.28734234856086
2024-04-21,Middle East,Apparel,5538.18,738.57,11.0,13.335969578453572
2023-03-22,EMEA,Food & Beverage,214.66,60.09,1.0,27.993105375943355
2023-01-10,Middle East,Food & Beverage,1617.58,87.48,33.0,5.4080787349002835
2024-07-20,APAC,Beauty,1244.72,117.55,3.0,9.443890995565267
2022-05-18,North America,Beauty,3434.04,244.11,7.0,7.1085368836705465
2022-06-03,APAC,Home & Garden,16941.31,6425.48,48.0,37.9278816100998
2024-07-17,Middle East,Beauty,8835.91,703.85,47.0,7.9657896017501315
2022-10-19,LATAM,Electronics,456.08,108.62,39.0,23.815997193474832
2023-12-28,EMEA,Apparel,5824.46,1811.61,40.0,31.10348427150328
2024-10-30,North America,Beauty,2196.51,486.28,10.0,22.138756481873514
2024-03-15,LATAM,Beauty,9810.78,3517.28,24.0,35.85117595135147
2022-02-27,APAC,Sports,1296.03,434.11,13.0,33.49536661959986
2022-01-02,APAC,Beauty,2801.44,298.03,45.0,10.638457364783823
2022-03-10,North America,Food & Beverage,8216.72,1088.55,19.0,13.2479870313215
2024-09-19,APAC,Home & Garden,6053.73,1486.95,16.0,24.562542432516814
2023-05-07,North America,Beauty,9068.75,604.69,19.0,6.667842866988284
2022-09-08,APAC,Home & Garden,3404.7,993.99,35.0,29.194642699797342
2024-03-28,LATAM,Home & Garden,18359.2,4553.58,42.0,24.802714715238135
2022-01-17,North America,Apparel,1928.66,339.6,7.0,17.608080221500938
2024-06-04,Middle East,Home & Garden,380.45,46.98,14.0,12.34853463004337
2024-07-29,North America,Home & Garden,7687.28,2013.03,21.0,26.186505499994794
2022-12-28,APAC,Beauty,10806.97,3804.97,26.0,35.2084811931559
2024-10-10,APAC,Food & Beverage,1530.41,278.58,12.0,18.202965218470865
2022-06-18,EMEA,Food & Beverage,16306.47,1711.71,49.0,10.497121694640226
2024-07-12,North America,Sports,3520.26,370.92,12.0,10.536721719418452
2024-12-27,EMEA,Sports,9075.83,1390.01,42.0,15.315513842811072
2023-08-06,Middle East,Electronics,200.94,39.29,1.0,19.553100427988454
2024-10-12,Middle East,Electronics,11512.66,2465.12,28.0,21.412253988218186
2024-05-25,EMEA,Sports,1109.51,121.99,3.0,10.994943713891718
2023-07-15,North America,Food & Beverage,2972.53,1087.71,27.0,36.59206130804399
2022-10-23,EMEA,Home & Garden,7167.53,1961.27,49.0,27.363261821017844
2022-10-29,Middle East,Sports,7803.56,2532.73,29.0,32.45608414621019
2024-07-31,EMEA,Apparel,19542.17,6013.11,45.0,30.76991961486365
2022-04-28,Middle East,Electronics,253.67,76.34,15.0,30.0942168959672
2024-07-06,APAC,Sports,516.65,70.73,49.0,13.69011903609794
2024-04-01,Middle East,Home & Garden,1267.48,389.18,29.0,30.705020986524445
2024-05-17,North America,Apparel,9438.58,1588.67,39.0,16.83166323747852
2024-02-05,APAC,Apparel,14460.03,3470.53,45.0,24.00084923751887
2024-07-07,Middle East,Home & Garden,10793.68,2522.19,24.0,23.367285300286834
2023-12-21,EMEA,Apparel,18785.02,2095.98,40.0,11.15772035377125
2022-04-29,APAC,Electronics,2479.21,742.34,16.0,29.94260268391947
2022-01-23,North America,Sports,7652.07,1015.52,32.0,13.271180216594988
2023-05-14,EMEA,Home & Garden,5292.43,1694.76,17.0,32.02234134414626
2024-03-18,LATAM,Sports,5239.87,556.74,20.0,10.62507275943869
2024-02-10,EMEA,Beauty,13269.26,2597.88,38.0,19.57818295820566
2022-02-23,EMEA,Electronics,2515.24,379.57,6.0,15.090806443917879
2023-06-19,North America,Electronics,2085.45,777.95,22.0,37.30369944136758
2023-09-20,Middle East,Electronics,19583.27,5846.42,40.0,29.854156124079378
2024-03-03,North America,Beauty,705.73,219.38,2.0,31.085542629617557
2023-12-14,EMEA,Electronics,6820.03,1811.96,18.0,26.56821157678192
2023-08-21,EMEA,Home & Garden,20299.31,4590.509286597401,45.0,22.61411489650338
2024-10-23,APAC,Beauty,12291.61,2485.03,34.0,20.217286425456063
2022-04-26,EMEA,Sports,4978.54,1873.81,32.0,37.63774118516673
2023-09-05,EMEA,Sports,7515.17,1559.24,37.0,20.74790057976067
2022-06-28,LATAM,Home & Garden,6811.41,2458.33,19.0,36.09135259806707
2024-11-22,EMEA,Electronics,12614.17,2221.38,42.0,17.610195518214834
2022-04-11,North America,Food & Beverage,8193.94,1789.85,26.0,21.8435819642321
2024-09-09,APAC,Beauty,4363.24,1426.5,21.0,32.693594668182364
2023-09-09,Middle East,Apparel,6426.31,2250.32,17.0,35.017296084378124
2024-10-14,LATAM,Home & Garden,18845.68,5886.98,47.0,31.237822142793465
2024-07-02,EMEA,Beauty,12956.02,3991.81,41.0,30.810464942165876
2022-11-23,APAC,Electronics,2531.84,731.59,43.0,28.8955858190091
2024-09-22,EMEA,Electronics,720.56,88.03,19.0,12.216886865771068
2022-09-21,LATAM,Electronics,2750.89,838.91,26.0,30.495948583912842
2022-12-31,APAC,Beauty,14964.07,1742.36,34.0,11.643623693286651
2022-08-15,APAC,Beauty,12381.66,3902.09,36.0,31.515079561222002
2022-04-17,EMEA,Electronics,11029.26,2470.54,39.0,22.399870888890096
2022-08-07,EMEA,Home & Garden,1239.82,301.62,5.0,24.3277249923376
2022-07-25,North America,Electronics,117.43,17.67,11.0,15.047262198756705
2022-06-23,North America,Sports,4456.28,1073.51,13.0,24.08982379922267
2024-12-07,APAC,Food & Beverage,453.66,134.2,10.0,29.58162500551073
2023-12-10,APAC,Sports,3008.25,486.05,9.0,16.15723427241752
2024-01-31,APAC,Beauty,5490.97,1335.47,28.0,24.321203721746794
2024-01-14,North America,Home & Garden,7731.14,2644.49,40.0,34.20569282149851
2022-12-24,North America,Home & Garden,801.23,65.84,14.0,8.217365800082375
2023-09-23,EMEA,Electronics,9821.91,2328.76,31.0,23.709848695416678
2022-04-09,Middle East,Sports,6470.91,340.59,31.0,5.263401901741795
2023-07-26,North America,Home & Garden,1937.67,135.12,5.0,6.973323630958832
2023-05-10,North America,Food & Beverage,5025.68,907.74,34.0,18.062033396475698
2024-01-06,Middle East,Sports,1176.85,384.45,18.0,32.6677146620215
2024-01-27,LATAM,Beauty,8559.08,2524.92,28.0,29.49989952191123
2024-05-08,Middle East,Electronics,5720.33,954.69,41.0,16.689421764128994
2024-09-08,LATAM,Food & Beverage,20554.42,6196.9,39.0,30.148746595622743
2023-02-09,EMEA,Electronics,2532.55,674.83,10.0,26.64626562160668
2022-11-24,EMEA,Food & Beverage,13871.11,3375.15,40.0,24.332227197390836
2022-02-09,EMEA,Electronics,932.49,138.16,3.0,14.816244678227111
2023-12-21,APAC,Electronics,6742.55,2448.97,20.0,36.32112479699817
2023-05-18,Middle East,Sports,700.74,147.88,17.0,21.10340497188686
2024-10-14,Middle East,Sports,249.73,24.55,4.0,9.830617066431747
2022-10-05,EMEA,Electronics,12187.53,1583.53,42.0,12.993034683812061
2024-07-22,LATAM,Home & Garden,11317.81,2664.53,42.0,23.542805542768434
2022-05-27,EMEA,Electronics,824.86,57.82,30.0,7.009674368983827
2023-06-14,APAC,Sports,14018.2,3972.37,43.0,28.3372330256381
2023-05-12,Middle East,Home & Garden,1210.34,257.42,25.0,21.268403919559795
2024-06-25,Middle East,Home & Garden,907.9,128.32,14.0,14.133715166868596
2024-10-18,APAC,Food & Beverage,834.8,284.31,9.0,34.057259223766174
2024-09-01,LATAM,Sports,4315.46,1145.06,9.0,26.533903685817968
2023-06-30,LATAM,Beauty,1494.23,459.81,11.0,30.772371053987673
2024-12-24,APAC,Food & Beverage,2433.44,197.7,13.0,8.124301400486553
2022-02-16,North America,Apparel,17754.58,943.88,45.0,5.316262057452217
2023-01-05,LATAM,Home & Garden,17741.12,5808.25,38.0,32.73891389044209
2022-01-05,North America,Sports,434.03,32.48,2.0,7.483353685229131
2023-09-15,EMEA,Beauty,3168.11,544.39,27.0,17.18343113086351
2022-07-26,APAC,Food & Beverage,779.22,116.16,12.0,14.907214907214906
2022-02-04,APAC,Home & Garden,263.22,38.63,2.0,14.675936478990959
2023-09-15,EMEA,Beauty,3825.16,781.26,17.0,20.424243691767142
2022-06-20,EMEA,Sports,14952.42,3403.67,33.0,22.76333864351055
2024-01-30,LATAM,Sports,118.58,31.76,1.0,26.783606004385224
2023-12-15,LATAM,Sports,19973.04,5927.52,44.0,29.677605412095502
2024-06-21,Middle East,Food & Beverage,3748.78,880.56,26.0,23.48924183334311
2024-12-28,North America,Home & Garden,3641.43,1172.31,17.0,32.193671167645675
2023-06-23,LATAM,Apparel,11810.75,797.65,35.0,6.753593124907393
2022-04-05,LATAM,Sports,1434.55,118.53,3.0,8.26252134815796
2023-06-21,LATAM,Beauty,2597.27,974.62,6.0,37.52478564030694
2022-01-24,LATAM,Beauty,8290.03,1974.97,27.0,23.823436103367538
2024-04-14,EMEA,Food & Beverage,4792.92,499.88,24.0,10.42955025329027
2022-08-04,EMEA,Food & Beverage,6508.03,1626.74,28.0,24.99588969319441
2023-12-25,Middle East,Electronics,3266.59,754.06,30.0,23.084011155363847
2022-11-11,LATAM,Sports,99.01,30.51,2.0,30.815069184930817
2024-07-20,APAC,Electronics,2090.12,568.19,6.0,27.184563565728286
2023-09-15,APAC,Food & Beverage,12738.18,2611.29,46.0,20.4997103196846
2022-09-13,EMEA,Electronics,11033.97,3976.71,47.0,36.04060913705584
2022-12-29,APAC,Sports,11010.31,1253.93,25.0,11.388689328456692
2023-01-21,APAC,Food & Beverage,12661.84,936.64,23.0,7.397345093604089
2024-10-11,North America,Home & Garden,15573.36,5343.98,35.0,34.31488131013474
2022-08-19,EMEA,Food & Beverage,4695.09,562.03,16.0,11.970590553109737
2023-04-14,North America,Electronics,20490.34,2261.55,44.0,11.037152140960082
2022-09-29,Middle East,Electronics,7452.16,1113.51,22.0,14.942110743730677
2022-08-18,Middle East,Beauty,3768.01,650.89,48.0,17.27410489887235
2023-05-10,North America,Beauty,10690.22,885.9,33.0,8.287013737790243
2024-01-08,LATAM,Apparel,5290.97,1409.21,35.0,26.63424665042516
2024-10-12,LATAM,Electronics,1060.17,214.2,3.0,20.20430685644755
2022-02-14,North America,Food & Beverage,4223.16,434.87,8.0,10.297265554703113
2022-04-12,EMEA,Electronics,853.93,166.01,13.0,19.44070357055028
2024-10-14,APAC,Electronics,3642.97,948.36,12.0,26.03260526438593
2022-10-13,North America,Electronics,3364.42,684.6533178059645,15.0,20.349817139535627
2022-09-11,APAC,Beauty,5338.58,1731.76,26.0,32.438588538525224
2023-01-27,LATAM,Apparel,20995.17,2741.71,44.0,13.058765420808694
2024-10-05,Middle East,Food & Beverage,5889.83,1077.67,47.0,18.297132514860362
2022-07-20,EMEA,Beauty,252.21,40.59,24.0,16.09373141429761
2024-04-19,North America,Sports,3632.69,1160.12,8.0,31.93556290242217
2023-06-12,APAC,Sports,2023.65,763.51,27.0,37.72935043115163
2024-04-05,North America,Sports,10879.57,3874.32,29.0,35.610966242232
2023-11-11,North America,Electronics,72.76,20.78,3.0,28.559648158328756
2024-12-21,EMEA,Food & Beverage,1746.88,203.85,24.0,11.669376259388166
2024-05-07,APAC,Electronics,3895.86,1208.51,14.0,31.020365208195365
2023-07-03,LATAM,Food & Beverage,1213.86,140.48,4.0,11.572998533603545
2024-05-27,North America,Sports,19726.07,7278.42,47.0,36.89746614505576
2022-01-29,EMEA,Electronics,1495.5,222.64,21.0,14.88732865262454
2024-03-12,EMEA,Electronics,1477.92,121.24,21.0,8.203421024142036
2024-07-08,Middle East,Electronics,4976.55,759.41,25.0,15.259768313389795
2024-07-22,APAC,Apparel,1048.48,240.4,47.0,22.928429726842666
2022-07-06,Middle East,Sports,4120.69,324.95,39.0,7.885815239680734
2022-05-03,EMEA,Sports,11984.26,1302.85,30.0,10.871342911452189
2023-10-22,APAC,Electronics,2243.28,480.87,8.0,21.436022253129345
2023-11-16,North America,Sports,11324.65,3376.52,35.0,29.81566759237592
2023-07-24,Middle East,Apparel,4111.92,1168.26,17.0,28.411544971692056
2023-03-28,EMEA,Apparel,10427.37,2489.17,26.0,23.87150355266956
2024-01-01,North America,Sports,2801.81,836.48,7.0,29.854986597949186
2023-08-05,LATAM,Apparel,3377.57,432.16,7.0,12.794997587022621
2024-12-21,Middle East,Apparel,886.62,133.62,2.0,15.070718007714692
2024-08-28,LATAM,Apparel,391.65,141.01,1.0,36.00408528022469
2022-07-12,EMEA,Beauty,8446.97,955.2,32.0,11.308196903741816
2022-06-04,LATAM,Food & Beverage,5459.05,337.73,14.0,6.18660755992343
2023-03-08,North America,Beauty,9022.78,1745.63,35.0,19.346919685507128
2022-06-16,EMEA,Electronics,3317.27,376.44,8.0,11.347885460031893
2022-09-03,Middle East,Electronics,1475.77,113.43,7.0,7.686157056993976
2023-03-18,LATAM,Food & Beverage,482.34,131.09,14.0,27.177924285773525
2023-04-22,EMEA,Beauty,2993.47,275.35,41.0,9.198355086237713
2023-05-07,APAC,Sports,2896.92,641.73,7.0,22.15214779835135
2024-11-27,Middle East,Electronics,2318.77,853.26,8.0,36.79795753783256
2023-12-12,North America,Apparel,11178.05,3939.24,38.0,35.24085149019731
2022-03-10,LATAM,Food & Beverage,23524.2,3253.67,47.0,13.831161102184133
2022-07-11,EMEA,Electronics,3424.11,1257.25,39.0,36.71757040515637
2022-06-17,Middle East,Electronics,3906.69,1310.4,24.0,33.54246177710543
2023-08-07,Middle East,Food & Beverage,6010.94,2178.48,30.0,36.241918901203476
2023-03-05,Middle East,Food & Beverage,233.27,50.9,3.0,21.820208342264326
2022-09-28,APAC,Home & Garden,17749.79,2105.08,36.0,11.859745946290069
2024-08-08,Middle East,Apparel,10729.97,3480.17,21.0,32.43410745789597
2023-10-02,EMEA,Beauty,100.5,26.02,2.0,25.89054726368159
2022-11-13,APAC,Electronics,18141.94,6057.75,48.0,33.39086117581692
2022-07-26,North America,Apparel,1646.5,211.7,12.0,12.857576677801397
2024-04-24,Middle East,Home & Garden,6276.13,1083.08,49.0,17.25713138510515
2023-06-06,EMEA,Apparel,11369.4,2680.63,45.0,23.57758544866044
2023-07-13,North America,Sports,3655.98,314.04,20.0,8.589762526053207
2022-11-14,EMEA,Beauty,7774.98,2683.81,45.0,34.51854538532575
2024-09-17,EMEA,Food & Beverage,15252.92,947.86,37.0,6.214285526967951
2024-01-17,APAC,Food & Beverage,3480.76,687.12,19.0,19.74051643893862
2023-05-14,North America,Home & Garden,13809.27,3262.11,47.0,23.62261002934985
2022-01-04,EMEA,Electronics,4665.14,1758.58,13.0,37.6961891818895
2023-05-13,LATAM,Home & Garden,756.9,135.26,5.0,17.87026027216277
2023-12-06,EMEA,Home & Garden,17326.98,5522.68,37.0,31.873298174292348
2023-04-23,LATAM,Electronics,3964.83,842.68,17.0,21.253874693240316
2022-11-08,EMEA,Home & Garden,6048.08,876.37,23.0,14.490053041626433
2022-02-26,North America,Sports,618.56,232.48,21.0,37.5840662183135
2023-06-23,North America,Beauty,10301.38,1875.36,45.0,18.20493953237333
2024-02-18,North America,Food & Beverage,1829.0,250.29,4.0,13.684527063969382
2022-04-20,Middle East,Food & Beverage,10950.07,2112.53,45.0,19.292388085190325
2023-07-16,North America,Electronics,2295.36,311.07,31.0,13.55212254286909
2023-06-29,EMEA,Food & Beverage,2905.38,791.5,6.0,27.24256379544156
2022-08-26,APAC,Home & Garden,429.53,158.48,29.0,36.8961422950667
2022-04-14,APAC,Beauty,384.86,41.79,32.0,10.858493997817389
2023-02-11,Middle East,Sports,681.15,108.69,26.0,15.956837700946927
2024-03-15,North America,Food & Beverage,18874.35,3449.8,48.0,18.277715523978312
2022-04-14,APAC,Home & Garden,2001.07,243.78,6.0,12.182482371931018
2022-03-24,LATAM,Apparel,4470.5,1050.48,18.0,23.49804272452746
2023-06-21,LATAM,Home & Garden,2264.06,752.57,12.0,33.23984346704593
2024-07-27,LATAM,Food & Beverage,3209.03,979.2,17.0,30.513893606479215
2022-02-17,EMEA,Food & Beverage,5561.83,826.2,35.0,14.854822962945649
2024-02-22,APAC,Home & Garden,1819.83,167.07,29.0,9.180527851502612
2023-03-19,APAC,Home & Garden,3204.56,1058.26,8.0,33.02356641785455
2024-01-06,EMEA,Food & Beverage,2102.42,134.38,9.0,6.391681966495752
2022-11-25,APAC,Electronics,9851.49,3509.65,42.0,35.6255754205709
2023-10-23,APAC,Food & Beverage,12810.94,3422.65,26.0,26.716618764899376
2022-10-24,North America,Electronics,2850.07,240.64,7.0,8.443301392597375
2022-10-10,EMEA,Electronics,221.1,48.71,1.0,22.030755314337405
2022-12-17,North America,Electronics,3683.61,1180.02,24.0,32.034335882463125
2023-09-12,EMEA,Electronics,2548.62,586.41,29.0,23.008922475692728
2023-01-14,North America,Food & Beverage,13861.04,895.82,49.0,6.462862815488593
2022-05-26,North America,Apparel,11968.79,3606.14,39.0,30.129528548834088
2023-03-12,LATAM,Electronics,7537.1,1732.36,28.0,22.984436985047296
2024-03-21,North America,Sports,15814.92,4948.53,40.0,31.29026261277325
2024-11-27,North America,Beauty,7717.38,1214.65,46.0,15.739149815092688
2023-09-29,LATAM,Food & Beverage,3279.35,714.87,23.0,21.799137024105384
2024-03-09,LATAM,Sports,15878.65,1979.48,49.0,12.466299087139019
2022-11-08,Middle East,Sports,2786.13,443.63,11.0,15.922803314992478
2022-08-25,LATAM,Home & Garden,23642.65,8152.46,46.0,34.482006035702426
2023-09-28,Middle East,Apparel,1903.17,270.36,18.0,14.205772474345435
2022-07-15,LATAM,Beauty,4412.38,1637.32,26.0,37.10741141968733
2024-11-10,LATAM,Beauty,15615.24,4019.23,40.0,25.739149702470147
2024-12-21,Middle East,Sports,5465.19,1757.46,41.0,32.15734494134696
2024-07-16,EMEA,Home & Garden,2746.73,621.74,6.0,22.635643110171003
2023-02-14,LATAM,Sports,1959.96,710.75,10.0,36.263495173370885
2023-03-11,EMEA,Beauty,486.64,112.95,4.0,23.210175900049318
2024-08-15,Middle East,Sports,4582.85,744.48,32.0,16.2449130999269
2024-07-10,APAC,Sports,491.93,161.1,2.0,32.74856178724615
2022-05-21,Middle East,Home & Garden,1408.21,410.92,31.0,29.18030691445168
2023-07-18,Middle East,Apparel,420.53,118.29,4.0,28.128789860414244
2024-04-26,North America,Beauty,7439.31,2264.36,25.0,30.437769094176748
2023-06-03,North America,Home & Garden,17849.32,2736.11,40.0,15.328931298223125
2022-12-18,LATAM,Apparel,16644.99,1220.76,35.0,7.334098728806686
2023-12-14,EMEA,Beauty,16816.5,3888.29,44.0,23.12187434959712
2023-11-25,LATAM,Sports,2566.68,914.84,41.0,35.64293172503
2022-04-14,Middle East,Beauty,1931.54,441.02,8.0,22.832558476655933
2023-09-20,North America,Apparel,8357.66,2298.42,18.0,27.50075978204426
2022-05-25,LATAM,Food & Beverage,2057.22,516.34,10.0,25.098919901614803
2022-04-14,Middle East,Electronics,3910.23,885.82,39.0,22.653910383788165
2022-01-07,LATAM,Electronics,4047.64,1037.71,45.0,25.63740846517971
2024-07-20,North America,Beauty,2383.24,469.74,47.0,19.710142495090718
2024-10-01,EMEA,Food & Beverage,6998.57,2165.71,15.0,30.945035914479675
2022-01-21,North America,Home & Garden,927.42,201.74,24.0,21.75281965021242
2023-06-26,EMEA,Apparel,1673.08,434.3,6.0,25.958113180481508
2023-05-24,Middle East,Beauty,3969.6,885.79,22.0,22.31433897621927
2022-01-18,North America,Apparel,6447.67,1717.77,22.0,26.64171708539674
2022-10-02,EMEA,Sports,4987.98,1465.45,16.0,29.37962862721984
2023-03-30,APAC,Electronics,5348.03,382.07,15.0,7.144125967879762
2022-07-31,EMEA,Apparel,1076.22,341.76,15.0,31.755589005965323
2024-08-09,LATAM,Beauty,5777.7,1649.69,14.0,28.552711286498088
2022-05-11,LATAM,Apparel,599.7,72.64,28.0,12.112723028180756
2024-05-10,EMEA,Home & Garden,4042.43,1404.75,12.0,34.75013791209743
2023-01-24,EMEA,Beauty,9272.22,2927.18,44.0,31.569354480372553
2023-02-02,LATAM,Food & Beverage,9666.14,2634.44,36.0,27.254312476334917
2022-12-21,EMEA,Electronics,362.3,108.38,2.0,29.914435550648633
2023-12-23,North America,Food & Beverage,4048.9,1222.71,11.0,30.19857245177703
2023-04-26,North America,Beauty,13926.43,3219.27,40.0,23.11626166935819
2023-01-19,EMEA,Electronics,3457.83,266.67,10.0,7.712062189292129
2022-10-19,Middle East,Electronics,3303.22,423.56,48.0,12.822639727296398
2022-09-28,EMEA,Sports,2363.59,810.85,30.0,34.30586523043336
2022-06-20,North America,Apparel,8682.38,881.52,23.0,10.152976488013655
2024-11-12,APAC,Electronics,12775.08,819.02,46.0,6.411075312248533
2023-03-18,APAC,Food & Beverage,7090.95,947.36,38.0,13.360128050543299
2023-03-03,Middle East,Beauty,2535.55,667.34,12.0,26.319338999428133
2024-04-09,APAC,Electronics,82.49,22.65,2.0,27.457873681658384
2024-09-12,North America,Food & Beverage,3681.1,353.1,8.0,9.592241449566705
2024-05-19,North America,Sports,3415.69,460.0,20.0,13.467264300917236
2023-12-07,North America,Home & Garden,1459.16,293.26,24.0,20.097864524795085
2022-04-05,Middle East,Beauty,15717.49,1266.59,31.0,8.058474985509772
2024-10-23,North America,Food & Beverage,5896.88,1013.8,19.0,17.192142285411947
2022-09-10,EMEA,Sports,1888.99,539.34,4.0,28.551765758421165
2024-12-17,EMEA,Sports,12764.78,3595.65,29.0,28.168523076778445
2023-09-27,EMEA,Food & Beverage,5802.44,1920.48,45.0,33.09780023576289
2022-03-13,LATAM,Apparel,3817.78,249.61,23.0,6.538092818339454
2022-01-07,North America,Electronics,9264.71,1497.7,32.0,16.165643608920302
2022-10-24,LATAM,Food & Beverage,2027.11,586.8,14.0,28.947615077622824
2022-10-25,APAC,Sports,9087.44,1592.75,22.0,17.526938279647513
2022-04-13,North America,Home & Garden,1367.94,360.57,8.0,26.358612219834203
2024-04-18,Middle East,Sports,850.53,192.19,18.0,22.596498653780582
2023-10-29,Middle East,Home & Garden,4549.0,1722.03,16.0,37.85513299626292
2024-11-10,APAC,Beauty,19306.5,4090.32,45.0,21.186232615958357
2024-07-16,APAC,Home & Garden,10989.89,2676.73,34.0,24.35629473998375
2024-07-06,EMEA,Home & Garden,3848.1,650.92,39.0,16.915360827421324
2023-03-11,EMEA,Sports,14270.58,2374.12,36.0,16.63646467067211
2024-05-07,North America,Food & Beverage,2925.63,589.62,43.0,20.153607940853764
2024-01-24,LATAM,Food & Beverage,2679.91,686.97,45.0,25.63406980085152
2023-04-02,APAC,Sports,11757.64,2977.64,41.0,25.325150285261326
2023-12-27,Middle East,Electronics,1129.83,348.2,6.0,30.81879574803289
2022-09-29,LATAM,Electronics,11379.36,4055.12,42.0,35.63574752885926
2023-11-21,Middle East,Electronics,816.19,231.14,6.0,28.3193864173783
2024-07-28,LATAM,Food & Beverage,760.47,214.9,5.0,28.2588399279393
